game_id,game_date,matchup,home_team,home_pts,home_reb,home_ast,home_tov,home_fg_pct,away_team,away_pts,away_reb,away_ast,away_tov,away_fg_pct,home_win,point_diff,reb_diff,ast_diff,tov_diff,home_elo,away_elo,elo_diff,home_injuries,away_injuries,injury_diff,home_roll5_pts,away_roll5_pts,home_roll5_reb,away_roll5_reb,home_roll5_ast,away_roll5_ast,roll5_point_diff,roll5_reb_diff,roll5_ast_diff,home_advantage
0022400524,2025-02-19,LAL vs. CHA,LAL,8,2,2,3,0.333,CHA,27,5,6,3,0.474,0,-19,-3,-4,0,1543.9,1392.7,151.20000000000005,0,1,1,7.25,11.75,1.5,6.0,1.25,3.75,-4.5,-4.5,-2.5,1
0022400791,2025-02-20,CLE @ BKN,BKN,13,4,3,3,0.364,CLE,9,4,1,1,0.3,1,4,0,2,2,1426.8,1612.2,-185.4000000000001,3,2,-1,7.6,16.75,4.6,5.0,2.0,4.75,-9.15,-0.40000000000000036,-2.75,1
0022400790,2025-02-20,ATL vs. ORL,ATL,2,2,0,0,0.5,ORL,10,2,0,0,0.571,0,-8,0,0,0,1495.1,1500.0,-4.900000000000091,1,1,0,3.6666666666666665,4.75,1.3333333333333333,1.75,1.0,0.25,-1.0833333333333335,-0.41666666666666674,0.75,1
0022400792,2025-02-20,CHI @ NYK,NYK,7,1,1,0,0.5,CHI,5,5,3,3,0.25,1,2,-4,-2,-3,1548.8,1490.2,58.59999999999991,1,1,0,14.5,9.5,4.0,5.0,1.25,2.0,5.0,-1.0,-0.75,1
0022400789,2025-02-20,BOS @ PHI,PHI,16,5,7,0,0.6,BOS,0,2,0,0,0.0,1,16,3,7,0,1417.1,1597.6,-180.5,3,2,-1,14.25,16.5,3.25,5.5,5.75,2.25,-2.25,-2.25,3.5,1
0022400796,2025-02-20,LAL @ POR,POR,28,4,5,2,0.643,LAL,10,6,0,2,0.571,1,18,-2,5,0,1475.6,1543.9,-68.30000000000018,3,0,-3,9.333333333333334,8.333333333333334,1.6666666666666667,4.0,2.0,0.3333333333333333,1.0,-2.333333333333333,1.6666666666666667,1
0022400793,2025-02-20,MIL vs. LAC,MIL,13,0,2,2,0.714,LAC,20,15,1,2,0.615,0,-7,-15,1,0,1534.1,1543.9,-9.800000000000182,1,0,-1,15.666666666666666,13.0,4.666666666666667,10.0,2.3333333333333335,0.5,2.666666666666666,-5.333333333333333,1.8333333333333335,1
0022400795,2025-02-20,PHX @ SAS,SAS,15,4,2,0,0.667,PHX,2,3,3,1,,1,13,1,-1,-1,1465.9,1475.6,-9.699999999999818,2,3,1,15.0,6.0,4.0,3.0,2.0,3.6666666666666665,9.0,1.0,-1.6666666666666665,1
0022400788,2025-02-20,IND vs. MEM,IND,22,5,9,1,0.529,MEM,2,0,1,0,1.0,1,20,5,8,1,1543.9,1534.1,9.800000000000182,0,1,1,11.0,4.25,5.0,3.75,5.0,0.5,6.75,1.25,4.5,1
0022400794,2025-02-20,DEN vs. CHA,DEN,16,4,2,1,0.5,CHA,16,1,3,0,0.438,0,0,3,-1,1,1543.9,1392.7,151.20000000000005,2,2,0,5.2,12.6,2.0,5.0,1.8,3.6,-7.3999999999999995,-3.0,-1.8,1
0022400804,2025-02-21,OKC @ UTA,UTA,9,3,12,4,0.4,OKC,0,0,0,0,,1,9,3,12,4,1382.9,1631.7,-248.79999999999995,3,1,-2,8.75,0.0,3.5,0.0,7.25,0.0,8.75,3.5,7.25,1
0022400802,2025-02-21,SAS vs. DET,SAS,3,0,2,2,0.333,DET,16,0,1,2,0.571,0,-13,0,1,0,1465.9,1514.6,-48.69999999999982,3,2,-1,9.0,5.333333333333333,2.0,0.3333333333333333,2.0,1.0,3.666666666666667,1.6666666666666667,1.0,1
0022400798,2025-02-21,ORL vs. MEM,ORL,21,6,2,1,0.238,MEM,2,6,0,2,0.5,1,19,0,2,-1,1500.0,1534.1,-34.09999999999991,0,2,2,13.5,3.8,5.75,4.2,2.5,0.4,9.7,1.5499999999999998,2.1,1
0022400799,2025-02-21,MIL @ WAS,WAS,7,5,4,1,0.429,MIL,0,0,0,0,0.0,1,7,5,4,1,1387.8,1534.1,-146.29999999999995,2,1,-1,10.8,4.0,5.6,2.4,3.2,2.0,6.800000000000001,3.1999999999999997,1.2000000000000002,1
0022400800,2025-02-21,MIA @ TOR,TOR,8,4,0,1,0.6,MIA,4,6,1,3,0.286,1,4,-2,-1,-2,1446.3,1480.5,-34.200000000000045,3,3,0,9.0,14.0,2.0,5.4,4.0,3.8,-5.0,-3.4000000000000004,0.20000000000000018,1
0022400801,2025-02-21,HOU vs. MIN,HOU,24,13,2,8,0.381,MIN,2,2,0,0,0.25,1,22,11,2,8,1553.7,1539.0,14.700000000000045,3,0,-3,10.75,3.0,6.25,1.0,1.75,0.0,7.75,5.25,1.75,1
0022400805,2025-02-21,GSW @ SAC,SAC,3,0,1,0,1.0,GSW,2,5,1,2,0.2,1,1,-5,0,-2,1495.1,1534.1,-39.0,0,2,2,8.666666666666666,5.2,1.3333333333333333,3.8,3.6666666666666665,1.2,3.466666666666666,-2.466666666666667,2.466666666666667,1
0022400803,2025-02-21,NOP @ DAL,DAL,0,4,7,2,0.0,NOP,6,10,1,3,0.375,0,-6,-6,6,-1,1490.2,1402.4,87.79999999999995,3,2,-1,6.8,7.6,2.8,5.0,2.0,1.6,-0.7999999999999998,-2.2,0.3999999999999999,1
0022400797,2025-02-21,CLE vs. NYK,CLE,5,4,4,0,0.5,NYK,7,1,0,1,0.429,0,-2,3,4,-1,1612.2,1548.8,63.40000000000009,1,3,2,3.3333333333333335,3.6666666666666665,3.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,-0.33333333333333304,2.6666666666666665,1.0,1
0022400806,2025-02-22,CHI vs. PHX,CHI,15,3,1,2,0.5,PHX,8,2,0,0,0.6,1,7,1,1,2,1490.2,1475.6,14.600000000000136,3,0,-3,11.4,6.5,2.4,2.75,1.6,2.75,4.9,-0.3500000000000001,-1.15,1
0022400808,2025-02-22,DEN vs. LAL,DEN,10,3,3,0,0.429,LAL,0,1,0,0,,1,10,2,3,0,1543.9,1543.9,0.0,3,0,-3,7.2,6.25,2.6,3.25,2.4,0.25,0.9500000000000002,-0.6499999999999999,2.15,1
0022400809,2025-02-22,HOU @ UTA,UTA,8,2,3,1,0.667,HOU,27,12,7,2,0.458,0,-19,-10,-4,-1,1382.9,1553.7,-170.79999999999995,2,3,1,8.6,11.0,3.2,5.4,6.4,2.0,-2.4000000000000004,-2.2,4.4,1
0022400810,2025-02-22,POR vs. CHA,POR,2,1,1,1,0.5,CHA,14,2,2,4,0.333,0,-12,-1,-1,-3,1475.6,1392.7,82.89999999999986,3,1,-2,7.5,13.8,1.5,4.0,1.75,3.2,-6.300000000000001,-2.5,-1.4500000000000002,1
0022400807,2025-02-22,BKN @ PHI,PHI,16,7,5,3,0.5,BKN,10,7,1,1,0.833,1,6,0,4,2,1417.1,1426.8,-9.700000000000045,3,3,0,14.6,10.0,4.0,7.0,5.6,1.0,4.6,-3.0,4.6,1
0022400816,2025-02-23,PHX @ TOR,TOR,6,1,2,1,0.667,PHX,0,1,3,3,0.0,1,6,0,-1,-2,1446.3,1475.6,-29.299999999999955,2,2,0,8.4,5.2,1.8,2.4,3.6,2.8,3.2,-0.5999999999999999,0.8000000000000003,1
0022400815,2025-02-23,ORL vs. WAS,ORL,5,1,3,1,0.4,WAS,12,5,2,3,0.667,0,-7,-4,1,-2,1500.0,1387.8,112.20000000000005,2,2,0,11.8,14.5,4.8,6.0,2.6,2.5,-2.6999999999999993,-1.2000000000000002,0.10000000000000009,1
0022400811,2025-02-23,NYK @ BOS,BOS,8,3,2,0,0.75,NYK,10,2,2,1,0.286,0,-2,1,0,-1,1597.6,1548.8,48.799999999999955,0,0,0,14.0,5.25,6.666666666666667,0.75,3.6666666666666665,0.75,8.75,5.916666666666667,2.9166666666666665,1
0022400820,2025-02-23,MIN vs. OKC,MIN,7,4,1,1,1.0,OKC,6,2,2,1,0.4,1,1,2,-1,0,1539.0,1631.7,-92.70000000000005,0,3,3,7.6,1.5,3.8,0.5,3.2,0.5,6.1,3.3,2.7,1
0022400817,2025-02-23,MIA @ MIL,MIL,5,1,2,1,0.333,MIA,0,2,0,0,,1,5,-1,2,1,1534.1,1480.5,53.59999999999991,2,1,-1,13.0,9.4,3.75,4.8,2.25,2.4,3.5999999999999996,-1.0499999999999998,-0.1499999999999999,1
0022400813,2025-02-23,LAC @ IND,IND,0,0,0,0,,LAC,9,3,1,1,0.6,0,-9,-3,-1,-1,1543.9,1543.9,0.0,2,0,-2,7.333333333333333,11.666666666666666,3.3333333333333335,7.666666666666667,3.3333333333333335,0.6666666666666666,-4.333333333333333,-4.333333333333334,2.666666666666667,1
0022400812,2025-02-23,DAL @ GSW,GSW,4,1,0,0,0.5,DAL,5,0,5,1,0.5,0,-1,1,-5,-1,1534.1,1490.2,43.899999999999864,3,0,-3,6.0,8.333333333333334,3.0,1.3333333333333333,1.0,3.0,-2.333333333333334,1.6666666666666667,-2.0,1
0022400818,2025-02-23,NOP vs. SAS,NOP,19,6,1,1,0.889,SAS,5,3,1,0,0.111,1,14,3,0,1,1402.4,1465.9,-63.5,0,3,3,9.666666666666666,9.0,4.666666666666667,2.2,1.0,0.8,0.6666666666666661,2.466666666666667,0.19999999999999996,1
0022400819,2025-02-23,CLE vs. MEM,CLE,0,0,0,0,0.0,MEM,10,1,1,3,0.4,0,-10,-1,-1,-3,1612.2,1534.1,78.10000000000014,0,3,3,2.5,4.4,2.25,3.6,1.0,0.4,-1.9000000000000004,-1.35,0.6,1
0022400814,2025-02-23,ATL vs. DET,ATL,19,6,3,0,0.5,DET,2,1,1,1,0.333,1,17,5,2,-1,1495.1,1514.6,-19.5,3,2,-1,7.5,4.5,2.5,0.5,1.5,1.0,3.0,2.0,0.5,1
0022400822,2025-02-24,DEN @ IND,IND,17,4,0,2,0.5,DEN,18,9,19,4,0.643,0,-1,-5,-19,-2,1543.9,1543.9,0.0,3,1,-2,9.75,10.0,3.5,5.0,2.5,9.5,-0.25,-1.5,-7.0,1
0022400823,2025-02-24,CHI @ PHI,PHI,0,1,1,0,0.0,CHI,19,5,1,1,0.6,0,-19,-4,0,-1,1417.1,1490.2,-73.10000000000014,3,2,-1,8.0,12.666666666666666,3.4,5.0,3.2,1.6666666666666667,-4.666666666666666,-1.6,1.5333333333333334,1
0022400821,2025-02-24,LAC @ DET,DET,32,9,7,7,0.409,LAC,0,0,0,0,,1,32,9,7,7,1514.6,1543.9,-29.300000000000182,0,1,1,16.0,8.75,3.6,5.75,4.8,0.5,7.25,-2.15,4.3,1
0022400825,2025-02-24,ATL vs. MIA,ATL,2,3,1,1,0.125,MIA,14,5,2,1,0.5,0,-12,-2,-1,0,1495.1,1480.5,14.599999999999909,0,1,1,6.4,9.2,2.6,5.0,1.4,1.6,-2.799999999999999,-2.4,-0.20000000000000018,1
0022400824,2025-02-24,BKN @ WAS,WAS,20,5,2,3,0.5,BKN,7,6,2,2,0.5,1,13,-1,0,1,1387.8,1426.8,-39.0,0,0,0,14.4,8.5,6.4,6.5,2.8,1.5,5.9,-0.09999999999999964,1.2999999999999998,1
0022400827,2025-02-24,POR @ UTA,UTA,12,7,1,1,0.667,POR,12,2,0,1,0.385,0,0,5,1,0,1382.9,1475.6,-92.69999999999982,3,0,-3,11.0,11.5,4.6,4.0,6.6,0.5,-0.5,0.5999999999999996,6.1,1
0022400826,2025-02-24,MIN @ OKC,OKC,6,6,2,0,0.667,MIN,2,0,0,0,0.25,1,4,6,2,0,1631.7,1539.0,92.70000000000005,1,0,-1,8.4,2.6666666666666665,3.4,0.6666666666666666,2.4,0.0,5.733333333333334,2.7333333333333334,2.4,1
0022400828,2025-02-24,SAC vs. CHA,SAC,9,1,0,0,0.6,CHA,4,2,4,1,0.125,1,5,-1,-4,-1,1495.1,1392.7,102.39999999999986,1,1,0,8.75,12.8,1.25,2.6,2.75,3.2,-4.050000000000001,-1.35,-0.4500000000000002,1
0022400829,2025-02-25,BOS @ TOR,TOR,6,3,0,0,0.375,BOS,8,5,0,0,0.667,0,-2,-2,0,0,1446.3,1597.6,-151.29999999999995,1,1,0,6.4,14.8,1.8,5.4,1.8,1.8,-8.4,-3.6000000000000005,0.0,1
0022400830,2025-02-25,CLE @ ORL,ORL,0,2,1,1,0.0,CLE,20,2,2,3,0.583,0,-20,0,-1,-2,1500.0,1612.2,-112.20000000000005,2,2,0,8.4,17.4,3.8,4.4,1.6,4.2,-8.999999999999998,-0.6000000000000005,-2.6,1
0022400833,2025-02-25,NOP vs. SAS,NOP,12,4,0,2,0.385,SAS,2,2,1,0,0.2,1,10,2,-1,2,1402.4,1465.9,-63.5,2,1,-1,10.25,2.8,4.5,1.8,0.75,0.6,7.45,2.7,0.15000000000000002,1
0022400831,2025-02-25,HOU vs. MIL,HOU,13,8,0,3,0.4,MIL,9,6,1,3,0.4,1,4,2,-1,0,1553.7,1534.1,19.600000000000136,1,1,0,11.2,3.8,6.6,3.4,1.4,2.0,7.3999999999999995,3.1999999999999997,-0.6000000000000001,1
0022400834,2025-02-25,GSW vs. CHA,GSW,6,1,0,1,0.667,CHA,16,6,2,3,0.389,0,-10,-5,-2,-2,1534.1,1392.7,141.39999999999986,3,3,0,6.0,15.4,2.3333333333333335,3.2,0.6666666666666666,3.4,-9.4,-0.8666666666666667,-2.7333333333333334,1
0022400832,2025-02-25,PHX @ MEM,MEM,28,6,1,2,0.846,PHX,26,8,7,4,0.421,1,2,-2,-6,-2,1534.1,1475.6,58.5,3,0,-3,15.5,9.2,4.0,3.8,1.0,3.8,6.300000000000001,0.20000000000000018,-2.8,1
0022400835,2025-02-25,DAL @ LAL,LAL,2,0,0,1,0.167,DAL,9,1,3,0,0.375,0,-7,-1,-3,1,1543.9,1490.2,53.700000000000045,3,0,-3,6.2,8.5,1.2,1.25,1.0,3.0,-2.3,-0.050000000000000044,-2.0,1
0022400836,2025-02-26,BOS @ DET,DET,0,0,0,0,,BOS,9,10,2,0,0.3,0,-9,-10,-2,0,1514.6,1597.6,-83.0,2,2,0,10.0,12.2,2.4,6.6,2.0,0.8,-2.1999999999999993,-4.199999999999999,1.2,1
0022400842,2025-02-26,CHI vs. LAC,CHI,5,1,3,0,0.4,LAC,20,3,1,0,0.636,0,-15,-2,2,0,1490.2,1543.9,-53.700000000000045,3,3,0,11.4,11.0,2.6,5.2,2.2,0.6,0.40000000000000036,-2.6,1.6,1
0022400844,2025-02-26,HOU vs. SAS,HOU,2,1,1,1,,SAS,12,4,0,0,0.417,0,-10,-3,1,1,1553.7,1465.9,87.79999999999995,0,0,0,9.4,5.2,5.6,2.4,1.4,0.6,4.2,3.1999999999999997,0.7999999999999999,1
0022400841,2025-02-26,ATL @ MIA,MIA,24,5,6,3,0.563,ATL,11,3,3,2,0.667,1,13,2,3,1,1480.5,1495.1,-14.599999999999909,0,1,1,13.5,21.0,3.0,1.6,3.0,5.8,-7.5,1.4,-2.8,1
0022400838,2025-02-26,NYK vs. PHI,NYK,8,2,0,3,0.8,PHI,25,8,7,7,0.45,0,-17,-6,-7,-4,1548.8,1417.1,131.70000000000005,1,1,0,13.2,18.0,3.6,4.5,1.0,4.5,-4.800000000000001,-0.8999999999999999,-3.5,1
0022400837,2025-02-26,IND vs. TOR,IND,18,10,2,0,0.75,TOR,16,6,0,2,0.636,1,2,4,2,-2,1543.9,1446.3,97.60000000000014,2,3,1,11.4,11.25,4.8,4.5,2.4,2.0,0.15000000000000036,0.2999999999999998,0.3999999999999999,1
0022400839,2025-02-26,POR @ WAS,WAS,8,4,5,0,0.333,POR,16,4,5,4,0.385,0,-8,0,0,-4,1387.8,1475.6,-87.79999999999995,2,0,-2,13.4,12.4,5.8,4.0,2.8,1.4,1.0,1.7999999999999998,1.4,1
0022400843,2025-02-26,SAC @ UTA,UTA,9,3,7,0,0.5,SAC,0,1,0,0,,1,9,2,7,0,1382.9,1495.1,-112.19999999999982,1,0,-1,10.8,14.2,3.8,7.2,6.2,4.6,-3.3999999999999986,-3.4000000000000004,1.6000000000000005,1
0022400840,2025-02-26,BKN vs. OKC,BKN,9,3,0,0,0.25,OKC,13,3,2,3,0.6,0,-4,0,-2,-3,1426.8,1631.7,-204.9000000000001,0,1,1,9.2,3.8,5.2,1.0,1.6,0.8,5.3999999999999995,4.2,0.8,1
0022400846,2025-02-27,MIL vs. DEN,MIL,19,4,4,4,0.556,DEN,20,3,5,2,0.45,0,-1,1,-1,2,1534.1,1543.9,-9.800000000000182,3,2,-1,14.2,13.333333333333334,3.8,4.333333333333333,2.6,8.0,0.8666666666666654,-0.5333333333333332,-5.4,1
0022400849,2025-02-27,LAL vs. MIN,LAL,23,6,5,4,0.5,MIN,10,1,4,0,0.6,1,13,5,1,4,1543.9,1539.0,4.900000000000091,1,2,1,8.6,4.5,1.8,0.75,1.6,1.0,4.1,1.05,0.6000000000000001,1
0022400845,2025-02-27,GSW @ ORL,ORL,9,14,4,4,0.5,GSW,3,1,2,0,0.2,1,6,13,2,4,1500.0,1534.1,-34.09999999999991,2,0,-2,10.2,4.4,6.0,2.4,2.4,1.6,5.799999999999999,3.6,0.7999999999999998,1
0022400847,2025-02-27,DAL vs. CHA,DAL,0,1,0,0,0.0,CHA,11,4,5,2,0.5,0,-11,-3,-5,-2,1490.2,1392.7,97.5,3,2,-1,3.6,12.2,2.2,3.0,2.0,3.2,-8.6,-0.7999999999999998,-1.2000000000000002,1
0022400848,2025-02-27,NOP @ PHX,PHX,10,16,2,2,0.833,NOP,5,6,1,0,0.4,1,5,10,1,2,1475.6,1402.4,73.19999999999982,3,2,-1,7.0,5.8,6.0,5.0,1.25,0.8,1.2000000000000002,1.0,0.44999999999999996,1
0022400850,2025-02-28,DEN @ DET,DET,12,2,3,1,0.5,DEN,0,1,0,0,,1,12,1,3,1,1514.6,1543.9,-29.300000000000182,2,1,-1,10.6,10.0,2.6,3.5,2.4,6.0,0.5999999999999996,-0.8999999999999999,-3.6,1
0022400852,2025-02-28,BOS vs. CLE,BOS,6,6,1,0,0.25,CLE,41,3,5,2,0.5,0,-35,3,-4,-2,1597.6,1612.2,-14.600000000000136,2,0,-2,12.0,19.6,6.5,3.2,3.0,3.8,-7.600000000000001,3.3,-0.7999999999999998,1
0022400855,2025-02-28,CHI vs. TOR,CHI,11,5,2,1,0.556,TOR,23,5,5,2,0.375,0,-12,0,-3,-1,1490.2,1446.3,43.90000000000009,2,0,-2,10.4,13.6,2.8,4.6,1.6,2.6,-3.1999999999999993,-1.7999999999999998,-1.0,1
0022400859,2025-02-28,LAC @ LAL,LAL,8,1,1,1,0.5,LAC,4,1,2,2,0.143,1,4,0,-1,-1,1543.9,1543.9,0.0,3,1,-2,8.6,10.6,1.8,4.4,1.6,1.0,-2.0,-2.6000000000000005,0.6000000000000001,1
0022400851,2025-02-28,ATL vs. OKC,ATL,2,1,0,0,0.5,OKC,20,4,1,0,0.538,0,-18,-3,-1,0,1495.1,1631.7,-136.60000000000014,1,2,1,5.6,7.8,2.6,1.8,1.4,1.0,-2.2,0.8,0.3999999999999999,1
0022400858,2025-02-28,MIN @ UTA,UTA,11,3,14,6,0.5,MIN,5,1,2,1,0.4,1,6,2,12,5,1382.9,1539.0,-156.0999999999999,2,1,-1,9.8,4.6,3.6,0.8,7.4,1.2,5.200000000000001,2.8,6.2,1
0022400853,2025-02-28,BKN vs. POR,BKN,0,3,1,1,0.0,POR,0,0,0,1,0.0,0,0,3,1,0,1426.8,1475.6,-48.799999999999955,3,2,-1,7.0,12.4,4.2,3.0,1.6,1.4,-5.4,1.2000000000000002,0.20000000000000018,1
0022400856,2025-02-28,NYK @ MEM,MEM,25,4,7,4,0.409,NYK,23,7,6,3,0.435,1,2,-3,1,1,1534.1,1548.8,-14.700000000000045,0,1,1,18.666666666666668,8.8,4.0,2.0,3.0,1.8,9.866666666666667,2.0,1.2,1
0022400857,2025-02-28,PHX vs. NOP,PHX,17,0,9,1,0.462,NOP,10,4,3,2,0.4,1,7,-4,6,-1,1475.6,1402.4,73.19999999999982,0,0,0,9.0,5.4,4.8,4.6,2.8,1.0,3.5999999999999996,0.20000000000000018,1.7999999999999998,1
0022400854,2025-02-28,MIA vs. IND,MIA,18,7,7,0,0.571,IND,5,4,1,2,0.667,1,13,3,6,-2,1480.5,1543.9,-63.40000000000009,3,2,-1,15.0,12.0,4.333333333333333,4.0,4.333333333333333,3.6,3.0,0.33333333333333304,0.733333333333333,1
0022400860,2025-03-01,WAS @ CHA,CHA,12,4,4,3,0.313,WAS,10,3,2,1,0.364,1,2,1,2,2,1392.7,1387.8,4.900000000000091,2,0,-2,8.666666666666666,13.0,3.0,5.0,2.0,2.3333333333333335,-4.333333333333334,-2.0,-0.3333333333333335,1
0022400863,2025-03-01,SAS @ MEM,MEM,0,0,0,0,0.0,SAS,24,3,7,1,0.5,0,-24,-3,-7,-1,1534.1,1465.9,68.19999999999982,3,3,0,14.0,8.6,3.0,2.4,2.25,1.8,5.4,0.6000000000000001,0.44999999999999996,1
0022400861,2025-03-01,BKN @ DET,DET,15,7,9,5,0.444,BKN,10,8,2,3,0.2,1,5,-1,7,2,1514.6,1426.8,87.79999999999995,2,2,0,13.6,9.0,4.0,7.0,4.2,1.6666666666666667,4.6,-3.0,2.533333333333333,1
0022400862,2025-03-01,HOU vs. SAC,HOU,14,4,2,2,0.625,SAC,5,0,1,0,1.0,1,9,4,1,2,1553.7,1495.1,58.600000000000136,3,0,-3,11.2,13.8,6.2,6.6,1.6,4.8,-2.6000000000000014,-0.39999999999999947,-3.1999999999999997,1
0022400864,2025-03-01,GSW @ PHI,PHI,5,0,3,0,0.667,GSW,5,6,2,2,0.25,0,0,-6,1,-2,1417.1,1534.1,-117.0,3,3,0,7.4,5.0,2.6,3.6,3.2,2.0,2.4000000000000004,-1.0,1.2000000000000002,1
0022400865,2025-03-01,DAL vs. MIL,DAL,5,2,3,0,0.333,MIL,6,8,2,3,1.0,0,-1,-6,1,-3,1490.2,1534.1,-43.899999999999864,2,0,-2,3.8,3.8,2.6,4.6,2.6,1.6,0.0,-1.9999999999999996,1.0,1
0022400866,2025-03-02,BOS vs. DEN,BOS,17,3,2,0,0.462,DEN,3,0,0,0,1.0,1,14,3,2,0,1597.6,1543.9,53.69999999999982,3,2,-1,13.0,8.6,5.8,2.8,2.8,4.8,4.4,3.0,-2.0,1
0022400867,2025-03-02,CLE vs. POR,CLE,5,1,1,0,0.667,POR,30,12,10,5,0.615,0,-25,-11,-9,-5,1612.2,1475.6,136.60000000000014,3,3,0,3.0,14.2,2.0,4.0,1.0,3.4,-11.2,-2.0,-2.4,1
